Day,Month,Years,Time,Latitude,Longitude,Depth,Mag,Place
13,10,2003,4:22:46,-4.559,102.167,33,4.9, Bengkulu
5,10,2003,22:23:14,-3.578,101.132,33,4.1,Bengkulu
26,9,2003,7:09:36,-4.509,102.994,85.4,4.7, Pagar Alam
18,9,2003,13:18:16,-4.82,103.254,84.8,5.1, Pagar Alam
17,9,2003,23:56:23,-5.628,103.566,33,5.1, Kotabumi
17,9,2003,1:27:18,-4.436,102.844,68.7,5, Pagar Alam
7,9,2003,11:16:59,-5.635,102.119,33,5.4,Bengkulu
6,9,2003,17:06:22,-5.23,104.198,76.4,4.5, Kotabumi
6,9,2003,14:57:36,-4.408,103.561,150,4.1, Pagar Alam
3,9,2003,18:03:38,-5.346,102.403,33,4.5,Bengkulu
30,8,2003,15:54:11,-4.771,102.385,33,4.4,Bengkulu
30,8,2003,6:04:00,-5.559,102.079,33,4.6,Bengkulu
30,8,2003,3:27:56,-5.602,102.003,25.6,4.8,Bengkulu
29,8,2003,23:41:20,-5.433,102.209,26.9,5.1,Bengkulu
29,8,2003,21:25:28,-5.476,102.119,33,4.6,Bengkulu
29,8,2003,21:20:59,-5.444,102.178,24.8,5.3,Bengkulu
28,8,2003,13:58:26,-5.04,103.513,33,5, Pagar Alam
6,8,2003,15:54:59,-4.413,102.581,33,4.6, Bengkulu
24,7,2003,9:17:32,-4.164,102.997,33,4.6, Pagar Alam
24,7,2003,9:02:48,-4.563,102.674,33,4.9, Pagar Alam
20,7,2003,22:04:31,-0.972,101.735,225.3,4.3,Sijunjung
15,7,2003,13:52:45,-4.605,102.316,100,4.7, Bengkulu
9,7,2003,21:08:37,-4.288,102.836,98.7,5, Pagar Alam
2,7,2003,0:47:11,-3.643,102.06,75.2,5.1,Bengkulu
29,6,2003,16:26:39,-5.013,103.385,62.7,4.9, Pagar Alam
29,6,2003,13:57:26,-3.167,102.03,136.7,4.1, Curup
14,6,2003,13:30:08,-4.865,103.283,60.2,4.8, Pagar Alam
8,6,2003,15:57:49,-4.754,102.442,33,4.4,Bengkulu
8,5,2003,5:44:10,-4.799,103.036,33,4.7, Pagar Alam
2,5,2003,7:19:43,-4.227,102.216,63.8,4.8, Bengkulu
1,5,2003,3:13:50,-4.385,102.904,33,4.8, Pagar Alam
11,4,2003,6:22:55,-4.226,102.966,109.5,4.5, Pagar Alam
4,4,2003,20:44:28,-4.327,102.785,95.6,4.7, Pagar Alam
31,3,2003,0:23:56,-4.527,102.422,33,4.7, Bengkulu
30,3,2003,7:30:59,-5.563,103.081,50.8,4.7, Pagar Alam
16,3,2003,5:55:58,-3.814,101.766,65.6,4.5, Bengkulu
7,3,2003,15:50:56,-4.543,102.645,33,4.6, Pagar Alam
6,3,2003,22:58:14,-4.677,103.212,75.4,5.4, Pagar Alam
3,3,2003,16:31:58,-3.859,102.573,75.7,5.2, Bengkulu
5,2,2003,19:30:53,-3.232,101.168,33,4.7,Sungai Penuh
3,2,2003,11:46:17,-2.73,101.196,33,5.6,Sungai Penuh
31,1,2003,20:53:09,-5.513,103.677,33,5.1, Kotabumi
26,1,2003,20:10:39,-5.646,103.805,33,4.9, Kotabumi
20,1,2003,21:46:23,-3.21,103.122,201.7,4.3, Lubuklinggau
19,1,2003,2:55:24,-3.428,101.638,53.2,5.1, Bengkulu
30,12,2002,0:01:54,-5.052,102.634,33,4.5, Pagar Alam
13,12,2002,22:55:05,-3.261,101.689,33,4.9,Bengkulu
12,12,2002,23:47:57,-3.736,101.057,33,4.5, Southrern Sumatra
29,11,2002,20:04:47,-5.653,104.044,33,5.3, Kotabumi
25,11,2002,8:16:11,-4.825,102.745,33,4.9, Pagar Alam
24,11,2002,15:21:27,-4.243,102.054,31.4,4.5, Bengkulu
18,11,2002,22:51:56,-4.208,102.18,33,5.4, Bengkulu
6,11,2002,13:34:48,-5.654,104.567,98.1,5,Bandar Lampung
4,11,2002,13:11:15,-4.37,102.066,58.4,4.8, Bengkulu
2,11,2002,17:23:06,-5.083,102.967,33,4.4, Pagar Alam
30,10,2002,12:29:16,-4.917,102.885,63.3,4.8, Pagar Alam
27,10,2002,7:03:27,-4.603,102.573,33,4.5, Bengkulu
24,10,2002,13:33:49,-4.141,103.842,200,4.4, Tanjungagung
5,10,2002,15:59:15,-5.509,101.93,33,4.8,Bengkulu
4,10,2002,21:36:53,-2.382,102.054,177.7,4.6,Sungai Penuh
19,9,2002,17:10:33,-3.251,101.38,43.9,5.1, Bengkulu
23,8,2002,21:50:13,-4.621,102.802,33,4.7, Pagar Alam
6,8,2002,23:32:21,-4.793,102.811,33,4.8, Pagar Alam
3,8,2002,0:16:01,-4.301,102.229,33,4.4, Bengkulu
11,7,2002,9:52:09,-5.252,103.657,33,4.6, Baturaja
9,7,2002,4:55:43,-3.282,101.487,33,5.1, Bengkulu
29,6,2002,22:28:17,-2.938,101.407,50.6,4.8, Sungai Penuh
25,6,2002,15:19:58,-5.562,103.722,33,4.4, Kotabumi
16,6,2002,18:31:10,-2.338,102.559,231.6,5.8,Bejubang Dua
14,6,2002,21:01:34,-4.492,102.163,33,4.4, Bengkulu
11,6,2002,19:23:12,-4.737,103.117,33,4.4, Pagar Alam
4,6,2002,18:46:45,-5.232,102.558,33,4.3, Pagar Alam
27,5,2002,14:52:47,-5.158,101.965,33,4.5, Bengkulu
22,5,2002,0:12:23,-4.81,101.762,33,5.2, Southrern Sumatra
11,5,2002,22:57:03,-3.327,101.746,33,4.2,Bengkulu
4,5,2002,9:06:08,-4.844,102.84,33,4.6, Pagar Alam
27,4,2002,21:57:15,-5.553,102.173,33,4.3,Bengkulu
27,4,2002,4:24:18,-4.508,102.784,33,4.9, Pagar Alam
15,4,2002,0:13:06,-5.395,104.225,33,4.7,Kotabumi
8,4,2002,18:48:41,-4.093,102.293,33,4.2, Bengkulu
8,4,2002,0:35:20,-5.146,102.902,33,4, Pagar Alam
6,4,2002,5:38:34,-4.106,102.848,88.2,4.6, Southrern Sumatra
5,4,2002,15:14:34,-4.636,102.252,33,4.1, Bengkulu
30,3,2002,22:31:42,-5.27,102.146,33.1,5.3,Bengkulu
30,3,2002,8:57:26,-4.805,103.131,33,5.1, Pagar Alam
23,3,2002,14:40:21,-4.755,102.726,33,4.4, Pagar Alam
20,3,2002,1:01:26,-5.51,101.695,33,4.1, Bengkulu
18,3,2002,22:24:38,-4.809,102.189,51.1,5.4,Bengkulu
7,3,2002,21:40:20,-2.193,102.142,200,4.4, Sungai Penuh
5,3,2002,12:20:43,-4.808,102.799,33,4.4, Pagar Alam
28,2,2002,17:19:57,-4.12,101.379,32.6,5.1, Bengkulu
20,2,2002,7:57:55,-5.506,104.577,84.4,4.5, Bandar Lampung
9,2,2002,20:50:23,-4.163,101.556,33,4.6, Bengkulu
9,2,2002,13:32:09,-5.173,102.52,48.6,4.6, Pagar Alam
2,2,2002,12:17:37,-5.417,102.077,33,4.8,Bengkulu
31,1,2002,9:55:03,-5.459,102.484,33,4.7, Pagar Alam
28,1,2002,5:31:21,-4.461,102.09,33,5, Southrern Sumatra
25,1,2002,5:47:28,-3.522,102.314,111.6,4.2, Curup
22,1,2002,23:03:54,-2.883,101.211,33,5,Sungai Penuh
21,1,2002,14:19:41,-5.544,102.351,33,4.7,Bengkulu
21,1,2002,14:03:51,-5.63,102.342,33,5.1,Bengkulu
12,1,2002,20:46:51,-5.068,102.635,33,4.5, Pagar Alam
7,1,2002,19:13:45,-4.039,101.44,33,5.4, Bengkulu
4,1,2002,7:03:05,-4.122,101.261,33,4.6, Bengkulu
3,1,2002,0:54:35,-4.333,102.04,33,5.6, Bengkulu
25,12,2001,12:40:56,-5.039,102.692,33,4.5, Pagar Alam
18,12,2001,16:04:16,-1.921,102.418,200,4.1,Bejubang Dua 
16,12,2001,17:05:03,-5.11,101.916,33,5.1, Bengkulu
14,12,2001,3:45:43,-4.369,102.06,33,4.6, Bengkulu
7,12,2001,10:05:49,-4.618,102.06,82.8,4.6, Bengkulu
6,12,2001,16:30:33,-4.727,101.828,33,4.1, Bengkulu
4,12,2001,14:32:19,-5.282,102.617,33,4.2, Pagar Alam
1,12,2001,5:09:03,-4.759,101.903,58.5,5.6, Bengkulu
21,11,2001,0:39:37,-3.614,102.458,100,4.4, Curup
29,10,2001,18:04:04,-4.984,102.084,33,5,Bengkulu
28,10,2001,22:31:09,-5.227,102.518,33,5, Pagar Alam
22,10,2001,0:50:00,-3.134,103.263,250,4, Lubuklinggau
17,10,2001,18:43:53,-4.941,103.152,33,4.5, Pagar Alam
9,10,2001,15:33:31,-4.581,102.008,33,4.7, Bengkulu
26,9,2001,0:51:49,-5.487,104.272,33,4.7,Kotabumi
13,9,2001,1:27:07,-3.184,101.436,73.6,5.2, Bengkulu
7,9,2001,14:21:09,-5.232,102.473,33,4.5, Southrern Sumatra
4,9,2001,18:39:25,-5.113,103.483,33,5, Pagar Alam
31,8,2001,1:07:10,-4.743,102.59,50.1,4.6, Pagar Alam
31,8,2001,0:32:35,-4.865,102.682,44.8,4.7, Pagar Alam
29,8,2001,13:54:22,-4.144,102.807,33,3.9, Pagar Alam
26,8,2001,18:59:07,-5.102,102.004,33,5.1, Bengkulu
19,8,2001,2:03:52,-3.207,101.565,59.2,4.4, Bengkulu
18,8,2001,6:55:53,-4.411,102.888,150.9,4.7, Pagar Alam
10,8,2001,23:11:15,-4.513,102.184,33,4.3, Bengkulu
3,8,2001,11:16:46,-4.644,102.617,33,4.5, Pagar Alam
31,7,2001,9:43:14,-5.281,103.336,33,5.7, Pagar Alam
30,7,2001,21:56:19,-4.209,102.177,33,5, Bengkulu
23,7,2001,20:56:49,-4.459,101.662,33,4.3,Bengkulu
6,7,2001,5:34:06,-4.519,102.056,33,3.9, Bengkulu
2,7,2001,23:23:53,-5.21,102.696,33,4.9, Pagar Alam
29,6,2001,16:14:15,-5.558,102.712,33.8,4.8, Pagar Alam
24,6,2001,18:33:43,-4.598,101.903,33,4.3, Bengkulu
24,6,2001,0:45:57,-5.4,103.4,33,4.7, Pagar Alam
12,6,2001,14:41:53,-4.657,102.836,33,4.4, Pagar Alam
10,6,2001,14:33:29,-5.595,103.047,33,4.6, Pagar Alam
1,6,2001,3:42:57,-4.438,102.179,43.5,4.6, Bengkulu
29,5,2001,19:03:42,-4.651,102.743,46.8,5, Pagar Alam
27,5,2001,21:17:50,-4.333,102.84,100,5.1, Pagar Alam
26,5,2001,4:05:49,-4.304,102.677,51.5,5.2, Pagar Alam
25,5,2001,19:21:50,-4.078,102.712,99.4,4.4, Bengkulu
16,5,2001,11:16:17,-4.035,101.206,33,4.2, Bengkulu
14,5,2001,8:21:52,-4.479,102.266,33,3.6, Bengkulu
12,5,2001,12:53:16,-5.216,102.579,33,4.2, Pagar Alam
1,5,2001,18:34:31,-4.464,102.019,33,4.4, Bengkulu
26,4,2001,16:08:24,-3.634,101.078,33,5.2,Bengkulu
25,4,2001,7:05:09,-5.656,102.965,33,4.7, Pagar Alam
25,4,2001,5:38:50,-5.627,102.899,33,4.8, Pagar Alam
24,4,2001,20:18:17,-4.391,102.153,33,4.6, Bengkulu
24,4,2001,6:59:00,-4.516,103.089,79.9,4.6, Pagar Alam
21,4,2001,15:41:31,-4.748,103.097,88.7,5.1, Pagar Alam
17,4,2001,21:45:08,-4.395,101.682,33,5, Southrern Sumatra
15,4,2001,23:19:07,-5.455,102.059,33,4.4,Bengkulu
15,4,2001,23:04:19,-5.322,102.277,33,4.8,Bengkulu
13,4,2001,14:00:41,-5.563,103.849,33,4.6, Kotabumi
8,4,2001,11:57:25,-4.381,102.199,64.9,5.5, Bengkulu
6,4,2001,23:07:10,-4.192,101.633,33,5.2, Bengkulu
1,4,2001,3:33:36,-5.206,102.895,33,4.7, Pagar Alam
28,3,2001,10:06:25,-5.078,102.052,33,4.4,Bengkulu
27,3,2001,22:35:02,-4.347,102.216,52.6,4.5, Bengkulu
23,3,2001,10:53:48,-5.157,102.828,33.6,4.5, Pagar Alam
18,3,2001,14:55:14,-5.03,102.698,33,4.8, Pagar Alam
18,3,2001,14:48:09,-4.99,102.764,33,4.9, Pagar Alam
17,3,2001,18:23:59,-4.919,102.63,46.4,4.6, Pagar Alam
17,3,2001,5:54:27,-4.885,102.626,50.5,5.2, Pagar Alam
13,3,2001,23:34:22,-5.65,102.503,33,4.7, Pagar Alam
8,3,2001,21:11:24,-5.362,102.186,33,5.4,Bengkulu
22,2,2001,17:05:24,-5.129,102.372,33,4.5,Bengkulu
22,2,2001,10:24:23,-4.352,101.536,33,4.7, Bengkulu
22,2,2001,9:20:35,-4.359,101.642,33,4.7,Bengkulu
21,2,2001,22:03:57,-4.45,102.32,90.5,4.7, Bengkulu
21,2,2001,17:12:07,-4.38,101.387,33,4.8, Bengkulu
21,2,2001,15:22:20,-4.9,102.448,33,5.7,Bengkulu
19,2,2001,15:20:14,-5.175,102.652,44.1,4.7, Pagar Alam
19,2,2001,9:39:31,-5.22,102.531,33,4.9, Pagar Alam
19,2,2001,9:30:23,-5.087,102.726,45.6,5.2, Pagar Alam
18,2,2001,5:32:10,-4.911,102.85,33,4.3, Pagar Alam
18,2,2001,1:43:56,-5.269,102.533,33,4.5, Pagar Alam
17,2,2001,4:28:19,-5.134,102.462,33,5,Bengkulu
16,2,2001,13:10:24,-4.781,102.743,66.5,5.2,Bengkulu
16,2,2001,2:41:16,-3.199,104.847,46.1,4.6,Palembang
15,2,2001,18:31:50,-4.288,101.126,33,4.6, Bengkulu
15,2,2001,14:46:36,-4.784,102.761,86.1,5.3, Pagar Alam
14,2,2001,4:45:35,-5.164,102.488,33,5.6, Pagar Alam
14,2,2001,3:51:24,-4.88,102.971,33,4.3, Pagar Alam
14,2,2001,3:38:17,-5.308,102.55,33,5.1, Pagar Alam
14,2,2001,3:08:05,-4.983,102.355,33,4.7,Bengkulu
14,2,2001,1:39:31,-5.023,102.727,33,5.2, Pagar Alam
14,2,2001,1:22:26,-5.079,102.555,33,4.8, Pagar Alam
13,2,2001,22:27:14,-5.154,102.146,33,5.2,Bengkulu
13,2,2001,19:28:30,-4.68,102.562,36,7.4, Bengkulu
13,2,2001,16:40:22,-5.104,102.121,33,4.2,Bengkulu
7,2,2001,8:38:05,-4.534,102.476,33,4.2, Bengkulu
6,2,2001,5:37:28,-4.594,101.993,33,3.9, Bengkulu
28,1,2001,18:53:05,-5.001,102.673,33,4.6, Pagar Alam
21,1,2001,23:03:16,-4.785,102.727,33,4.4, Pagar Alam
21,1,2001,3:40:48,-4.187,101.446,33,4.3,Bengkulu
18,1,2001,16:23:21,-4.217,101.599,66.6,4.9, Bengkulu
18,1,2001,7:26:39,-4.046,101.746,55.4,5.4, Bengkulu
17,1,2001,15:23:32,-4.423,102.708,33,4.3, Pagar Alam
16,1,2001,17:06:45,-4.276,101.506,33,4.8, Bengkulu
16,1,2001,16:49:58,-4.194,101.604,57.7,5.7, Bengkulu
16,1,2001,16:15:35,-4.162,101.657,33,4.9, Bengkulu
16,1,2001,14:25:10,-4.308,101.648,33,5.6,Bengkulu
16,1,2001,14:07:49,-4.347,101.633,33,5.2,Bengkulu
16,1,2001,13:54:29,-4.308,101.452,33,5.1, Bengkulu
16,1,2001,13:39:06,-4.197,101.614,33,5.4, Bengkulu
16,1,2001,13:25:09,-4.022,101.776,28,6.9, Bengkulu
16,1,2001,13:25:01,-3.957,101.746,33,6, Bengkulu
29,12,2000,1:34:11,-3.465,101.639,33,4.5, Bengkulu
28,12,2000,18:54:36,-4.864,102.599,33,5.4, Pagar Alam
27,12,2000,9:07:10,-3.803,101.871,33,4.8, Bengkulu
26,12,2000,15:48:40,-4.26,102.148,33,4.5, Bengkulu
24,12,2000,15:31:40,-4.527,101.885,33,4.6, Bengkulu
14,12,2000,8:52:37,-5.525,102.959,33,4.2, Pagar Alam
11,12,2000,3:58:02,-5.201,102.933,33,4.6, Pagar Alam
9,12,2000,11:15:39,-3.564,102.291,92.7,4.3, Bengkulu
9,12,2000,0:16:04,-4.353,102.271,51.4,4.6, Bengkulu
5,12,2000,15:55:32,-4.48,102.532,50.2,4.6, Bengkulu
30,11,2000,10:46:44,-4.353,102.18,33,4.8, Bengkulu
22,11,2000,19:55:56,-4.655,103.538,33,4.6, Pagar Alam
20,11,2000,12:03:44,-5.354,102.543,33,4.1, Pagar Alam
10,11,2000,10:48:11,-5.627,103.015,33,5.1, Pagar Alam
5,11,2000,15:56:11,-5.654,103.884,33,4.7, Kotabumi
5,11,2000,7:50:40,-4.021,102.715,33,4.5, Bengkulu
29,10,2000,2:23:35,-5.235,103.135,33,4.3, Pagar Alam
26,10,2000,5:37:59,-5.368,102.525,33,4.5, Pagar Alam
26,10,2000,3:33:18,-5.331,102.573,33,4.8, Pagar Alam
22,10,2000,8:12:14,-4.684,102.123,33,4.6, Bengkulu
18,10,2000,20:26:49,-5.278,102.451,33,5.1, Pagar Alam
18,10,2000,13:03:34,-5.499,103.037,33,4.7, Pagar Alam
16,10,2000,19:12:13,-5.521,101.735,33,4.7, Bengkulu
16,10,2000,18:09:31,-5.482,101.725,33,5.1, Bengkulu
15,10,2000,12:13:33,-4.889,104.063,47.6,4.3, Baturaja
8,10,2000,13:08:08,-4.245,101.53,33,5.1, Bengkulu
8,10,2000,12:12:42,-4.213,101.634,33,4.4, Bengkulu
8,10,2000,9:53:04,-4.18,101.606,33,4.1, Bengkulu
7,10,2000,14:43:13,-4.733,102.804,33,4.8, Pagar Alam
30,9,2000,3:37:58,-5.088,102.185,33,4.2,Bengkulu
27,9,2000,2:08:20,-4.494,102.333,33,5, Bengkulu
24,9,2000,13:40:40,-4.736,102.352,33,4.3,Bengkulu
22,9,2000,18:22:03,-4.964,102.104,33,6.2,Bengkulu
22,9,2000,7:10:39,-4.49,102.145,33,4.9, Bengkulu
16,9,2000,20:10:19,-4.389,101.772,47.7,4.7,Bengkulu
14,9,2000,20:07:52,-4.459,102.831,33,4.5, Pagar Alam
12,9,2000,16:27:24,-5.435,101.823,33,6, Bengkulu
12,9,2000,3:21:41,-4.505,102.167,33,4.6, Southrern Sumatra
10,9,2000,8:37:24,-4.632,103.016,33,4.9, Pagar Alam
6,9,2000,18:30:55,-5.025,102.571,33,4.9, Pagar Alam
6,9,2000,7:20:40,-4.433,102.063,33,5.2, Bengkulu
6,9,2000,4:30:49,-4.436,102.229,33,4.5, Bengkulu
5,9,2000,19:08:29,-4.509,102.304,33,4.7, Bengkulu
2,9,2000,22:16:15,-5.363,102.427,33,4.5, Pagar Alam
1,9,2000,16:37:38,-5.061,102.527,33,4.8, Pagar Alam
31,8,2000,15:52:16,-4.285,102.329,33,4.9, Bengkulu
29,8,2000,9:03:33,-5.308,102.296,33,4.4,Bengkulu
29,8,2000,8:50:36,-4.715,102.934,33,4.7, Pagar Alam
26,8,2000,21:57:38,-4.327,102.195,33,4.1, Bengkulu
26,8,2000,20:15:31,-4.466,102.381,33,4.4, Bengkulu
26,8,2000,6:34:12,-4.324,102.334,33,4.7, Bengkulu
25,8,2000,18:33:40,-5.202,102.706,33,5.3, Pagar Alam
24,8,2000,20:35:20,-4.656,102.093,33,4.6, Bengkulu
23,8,2000,13:12:03,-3.971,101.703,33,4.2, Bengkulu
20,8,2000,14:42:59,-5.61,101.615,33,4.5, Bengkulu
18,8,2000,19:15:34,-5.402,102.296,33,4.7,Bengkulu
18,8,2000,11:37:40,-4.272,102.32,33,4.2, Bengkulu
18,8,2000,8:27:51,-4.549,101.975,33,4.7, Bengkulu
17,8,2000,10:51:18,-4.426,101.398,33,4.3, Bengkulu
16,8,2000,0:08:13,-4.395,102.183,33,4.7, Bengkulu
12,8,2000,18:56:29,-5.35,102.281,30.3,4.5,Bengkulu
12,8,2000,7:10:26,-4.509,102.085,33,4.5, Bengkulu
11,8,2000,11:53:35,-5.632,105.547,51.6,4.6, Bandar Lampung
6,8,2000,11:39:58,-4.951,102.605,33,4.7, Pagar Alam
2,8,2000,3:40:14,-5.285,102.317,33,4.1,Bengkulu
1,8,2000,23:12:02,-5.446,102.653,33,4.6, Pagar Alam
1,8,2000,17:19:56,-5.016,102.802,33,4.6, Pagar Alam
1,8,2000,2:26:14,-4.954,102.74,33,4.8, Pagar Alam
31,7,2000,20:25:11,-4.771,102.109,33,4.3,Bengkulu
31,7,2000,16:26:25,-5.624,102.977,33,4.2, Pagar Alam
30,7,2000,6:22:13,-5.059,102.707,33,4.7, Pagar Alam
30,7,2000,0:08:48,-4.524,101.9,33,4.1, Bengkulu
29,7,2000,22:49:15,-5.026,102.38,31.5,4.6,Bengkulu
29,7,2000,2:33:24,-5.018,102.256,47.4,4.6,Bengkulu
25,7,2000,20:36:52,-4.999,102.427,33,4.4,Bengkulu
25,7,2000,17:16:08,-5.316,102.818,33,4.8, Pagar Alam
24,7,2000,18:29:22,-5.605,102.907,33,4.5, Pagar Alam
24,7,2000,12:17:26,-5.561,102.886,33,5.7, Pagar Alam
23,7,2000,9:02:42,-5.022,102.098,33,4.1,Bengkulu
22,7,2000,20:56:12,-4.07,102.37,69.1,5.7, Bengkulu
21,7,2000,2:18:07,-5.551,105.804,140.1,5.5,Bandar Lampung
19,7,2000,11:28:45,-5.367,103.192,33,4.3, Pagar Alam
18,7,2000,9:46:50,-4.407,102.477,63.8,4.9, Bengkulu
17,7,2000,18:23:46,-4.867,103.035,33,4.2, Pagar Alam
16,7,2000,21:21:58,-4.928,102.524,33,4.7, Bengkulu
16,7,2000,16:11:36,-5.193,102.177,33,5.3,Bengkulu
13,7,2000,16:56:56,-4.385,102.563,33,4.1, Bengkulu
10,7,2000,13:09:25,-4.602,103.791,150,3.6,Baturaja
10,7,2000,12:00:00,-4.575,103.622,33,4.5,Tanjungagung
10,7,2000,10:39:39,-4.473,103.758,104.7,5.8,Baturaja
10,7,2000,8:58:45,-5.245,102.264,33,4.6,Bengkulu
8,7,2000,15:01:54,-5.507,102.707,33,4.7, Pagar Alam
8,7,2000,11:01:59,-5.341,102.786,33,4.5, Pagar Alam
8,7,2000,5:55:29,-5.52,102.592,33,4.7, Pagar Alam
8,7,2000,5:14:24,-5.411,102.781,33,4.8, Pagar Alam
8,7,2000,4:59:47,-5.438,102.5,33,4.9, Pagar Alam
8,7,2000,4:52:55,-5.408,102.7,33,5.9, Pagar Alam
7,7,2000,18:55:24,-4.723,101.929,33,4.6, Bengkulu
6,7,2000,8:14:43,-5.473,102.371,33,4.2,Bengkulu
5,7,2000,0:10:00,-4.627,101.968,33,5.2, Bengkulu
4,7,2000,2:55:33,-4.854,102.149,33,4.3,Bengkulu
3,7,2000,19:39:14,-5.2,102.685,33,4.2, Pagar Alam
3,7,2000,14:11:19,-5.446,102.653,33,4.2, Pagar Alam
1,7,2000,11:51:16,-4.683,101.956,33,4.7, Bengkulu
28,6,2000,5:12:04,-4.458,101.972,33,5, Bengkulu
27,6,2000,0:13:56,-5.08,102.128,33,4.4,Bengkulu
26,6,2000,16:55:50,-5.48,102.536,33,4.5, Pagar Alam
26,6,2000,1:45:20,-4.726,102.915,33,4.9, Pagar Alam
25,6,2000,16:19:13,-4.95,102.286,33,3.9,Bengkulu
24,6,2000,22:35:24,-5.011,102.31,33,4.5,Bengkulu
24,6,2000,14:11:18,-4.356,102.869,98.5,4.8, Pagar Alam
23,6,2000,23:09:13,-5.072,102.169,33,4.5,Bengkulu
23,6,2000,16:01:24,-5.295,102.659,33,4.7, Pagar Alam
23,6,2000,1:59:11,-4.421,102.145,33,4.1, Bengkulu
22,6,2000,19:22:09,-5.442,102.198,33,4.9,Bengkulu
22,6,2000,18:35:12,-4.369,102.336,33,4.2, Bengkulu
22,6,2000,16:01:06,-4.794,101.813,33,4.9, Bengkulu
22,6,2000,15:54:21,-4.843,101.839,33,5, Bengkulu
22,6,2000,13:32:55,-5.479,103.242,33,4.2, Pagar Alam
20,6,2000,23:53:06,-4.576,101.921,33,4.5, Bengkulu
20,6,2000,21:56:30,-4.542,102.163,33,4.9, Bengkulu
20,6,2000,12:54:20,-4.908,102.179,33,5.3,Bengkulu
20,6,2000,6:54:26,-4.026,101.908,33,4.9, Bengkulu
20,6,2000,4:27:13,-5.187,102.364,33,4.5,Bengkulu
20,6,2000,0:09:55,-5.65,102.844,33,5.2, Pagar Alam
19,6,2000,12:54:08,-5.224,102.289,33,4.9,Bengkulu
19,6,2000,7:51:30,-5.215,102.696,33,5, Pagar Alam
19,6,2000,1:49:35,-4.958,102.683,33,5.2, Pagar Alam
18,6,2000,21:52:58,-4.796,101.945,33,4.1, Bengkulu
18,6,2000,16:53:21,-4.963,102.614,33,4.5, Pagar Alam
18,6,2000,14:32:45,-4.64,102.139,33,4.2, Bengkulu
18,6,2000,11:52:41,-4.653,102.274,33,4.5, Bengkulu
18,6,2000,5:35:39,-5.428,102.088,33,4.3,Bengkulu
17,6,2000,16:31:09,-4.5,102.087,33,4.4, Bengkulu
17,6,2000,0:15:18,-4.849,103.308,33,4.4, Pagar Alam
16,6,2000,9:37:27,-4.594,101.961,33,4.3, Bengkulu
16,6,2000,6:49:36,-4.896,102.19,33,4.5,Bengkulu
16,6,2000,0:02:15,-4.582,101.915,33,4.8, Bengkulu
15,6,2000,19:08:40,-4.226,102.333,33,4.7, Bengkulu
15,6,2000,15:22:29,-5.019,102.604,33,5.3, Pagar Alam
15,6,2000,12:02:10,-4.352,102.142,33,4.4, Bengkulu
15,6,2000,8:16:24,-5.56,102.366,33,4.7,Bengkulu
15,6,2000,5:52:32,-4.825,102.726,33,5.1, Pagar Alam
15,6,2000,5:32:16,-5.615,102.707,33,4.4, Pagar Alam
15,6,2000,4:00:18,-4.404,102.052,33,4.8, Bengkulu
14,6,2000,15:30:44,-4.368,102.187,33,4.8, Bengkulu
14,6,2000,10:50:21,-4.465,101.957,33,4.3, Bengkulu
14,6,2000,0:20:13,-4.922,102.034,33,4.9, Bengkulu
13,6,2000,5:52:31,-4.564,102.047,33,4.2, Bengkulu
12,6,2000,23:10:12,-5.216,101.981,33,4.6, Bengkulu
12,6,2000,9:32:11,-4.734,101.926,33,4.2, Bengkulu
12,6,2000,1:51:58,-5.622,102.585,33,4.7, Pagar Alam
12,6,2000,0:54:24,-5.039,102.025,33,4.4,Bengkulu
11,6,2000,22:29:04,-5.029,102.152,33,5.3,Bengkulu
11,6,2000,22:17:28,-5.394,101.719,33,4.7, Bengkulu
11,6,2000,21:00:39,-5.401,101.433,33,4.4, Bengkulu
11,6,2000,13:56:31,-5.612,102.453,33,4.6, Pagar Alam
11,6,2000,11:15:01,-5.411,103.036,33,4.2, Pagar Alam
11,6,2000,10:24:11,-5.329,102.622,33,4.6, Pagar Alam
11,6,2000,9:25:55,-5.543,101.491,33,5.5, Bengkulu
11,6,2000,7:32:03,-5.013,102.471,33,4.1,Bengkulu
11,6,2000,5:58:57,-5.46,102.525,33,4.3, Pagar Alam
11,6,2000,5:29:44,-5.405,102.448,33,4.7, Pagar Alam
11,6,2000,3:55:50,-4.481,102.093,33,4.1, Bengkulu
10,6,2000,23:24:06,-5.075,102.216,33,4.7,Bengkulu
10,6,2000,16:33:38,-4.738,102.371,33,4.8,Bengkulu
10,6,2000,13:59:22,-4.928,102.229,33,5.1,Bengkulu
10,6,2000,11:56:43,-4.874,102.355,33,4.7,Bengkulu
10,6,2000,8:32:30,-4.653,101.988,33,4.6, Bengkulu
10,6,2000,8:13:59,-4.373,102.031,33,4.9, Bengkulu
10,6,2000,7:41:29,-4.969,102.22,33,5, Southrern Sumatra
10,6,2000,5:15:08,-4.94,101.975,33,4.5, Bengkulu
10,6,2000,5:11:32,-5.187,102.829,33,4.8, Pagar Alam
10,6,2000,3:00:49,-5.487,102.581,33,4.5, Pagar Alam
10,6,2000,2:43:15,-4.621,102.736,33,4.2, Pagar Alam
10,6,2000,2:01:50,-5.354,101.923,33,4.8, Bengkulu
